"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.676816958E0,3.574566650E-1,4.472698975E-1,9.667346649E0
1.686856958E0,5.372328186E-1,4.294569397E-1,9.631720734E0
1.696896958E0,1.401834869E0,3.704795837E-1,9.720486145E0
1.706937958E0,1.654808807E0,3.734733582E-1,1.003288651E1
1.716977958E0,1.485660553E0,5.083428955E-1,1.019005966E1
1.727017958E0,1.159638519E0,4.802014160E-1,1.008542725E1
1.737057958E0,9.782157898E-1,4.974156189E-1,9.800569611E0
1.747098958E0,1.161734161E0,5.385800171E-1,9.980495453E0
1.757138958E0,1.202150116E0,3.504212952E-1,1.012419662E1
1.767178958E0,1.175505524E0,2.254312134E-1,1.018227585E1
1.777219958E0,1.107097778E0,2.583627319E-1,1.005099884E1
1.787259958E0,1.006057892E0,9.175918579E-2,9.924362183E0
1.797299958E0,8.255332947E-1,2.918930054E-1,9.911938019E0
1.807339958E0,8.388555908E-1,4.399351501E-1,9.927954712E0
1.817380958E0,8.402027893E-1,3.573069763E-1,9.972412262E0
1.827420958E0,1.045575714E0,3.606001282E-1,9.895472260E0
1.837460958E0,1.110839996E0,3.465293884E-1,1.004620880E1
1.847501958E0,1.033750305E0,2.806663513E-1,1.018916153E1
1.857571958E0,7.964936829E-1,1.797761536E-1,1.000279907E1
1.867612958E0,7.529342651E-1,3.429368591E-1,9.728269958E0
1.877652958E0,8.026309204E-1,4.941224670E-1,9.569450226E0
1.887692958E0,1.031654663E0,4.725672913E-1,9.637109528E0
1.897732958E0,1.059796143E0,4.730163574E-1,1.022373962E1
1.907773958E0,1.042282562E0,3.236270142E-1,1.054796539E1
1.917813958E0,5.478607178E-1,3.457809448E-1,1.066352509E1
1.927853958E0,1.866618347E-1,3.999682617E-1,1.003243744E1
1.937894958E0,2.724334717E-1,2.225871277E-1,9.585616608E0
1.947934958E0,3.460803223E-1,3.463796997E-1,9.463320923E0
1.957974958E0,7.249424744E-1,1.657054138E-1,1.006267456E1
1.968014958E0,6.683601379E-1,2.659968567E-1,1.077878540E1
1.978055958E0,5.177732849E-1,1.850152588E-1,1.065768723E1
1.988095958E0,1.541793823E-1,1.113684082E-1,1.009994705E1
1.998135958E0,6.077362061E-2,2.077679443E-1,9.491312714E0
2.008176958E0,3.400927734E-1,9.355545044E-2,9.566456451E0
2.018216958E0,5.896238708E-1,1.709445190E-1,1.014754807E1
2.028256958E0,4.754113770E-1,1.170565796E-1,1.031160690E1
2.038296958E0,3.990701294E-1,7.798782349E-2,1.000100281E1
2.048337958E0,1.428030396E-1,1.811233521E-2,9.458081818E0
2.058377958E0,-6.691085815E-2,2.016307068E-1,9.330397339E0
2.068417958E0,-2.531236267E-1,1.381626892E-1,9.872270508E0
2.078458958E0,-1.932481384E-1,2.040257263E-1,1.024394760E1
2.088498958E0,-1.796264648E-3,3.805087280E-1,1.033989807E1
2.098538958E0,6.098318481E-1,3.603007507E-1,9.841584320E0
2.108578958E0,4.323010254E-1,1.263372803E-1,9.606123962E0
2.118619958E0,-1.296304321E-1,-6.601272583E-2,9.510023804E0
2.128659958E0,-4.601431274E-1,-7.424560547E-2,9.631421356E0
2.138699958E0,-2.860551453E-1,2.168989563E-1,9.780810699E0
2.148740958E0,4.825964355E-1,3.113525391E-1,9.641151123E0
2.158780958E0,6.276448059E-1,2.354603577E-1,9.846374359E0
2.168820958E0,3.601510620E-1,1.529818726E-1,9.949809265E0
2.178860958E0,-1.660047913E-1,-4.535568237E-2,9.816137238E0
2.188901958E0,-3.357518005E-1,8.232879639E-3,9.528435516E0
2.198941958E0,-8.637039185E-2,-1.360670471E-1,9.314081268E0
2.208981958E0,7.484436035E-3,-1.061293030E-1,9.550739136E0
2.219022958E0,9.624984741E-2,6.915618896E-2,9.785001984E0
2.229062958E0,1.272354126E-1,1.984872437E-1,9.952952728E0
2.239102958E0,-6.825805664E-2,8.053253174E-2,9.864337006E0
2.249142958E0,-1.920506287E-1,1.020877075E-1,9.509574738E0
2.259183958E0,-3.851490784E-1,-1.362167358E-2,9.401200104E0
2.269253958E0,-1.419049072E-1,-1.270857239E-1,9.382788391E0
2.279294958E0,9.355545044E-2,-8.577163696E-2,9.443412323E0
2.289334958E0,2.924917603E-1,-1.032852173E-2,9.482780457E0
2.299374958E0,1.878593445E-1,-8.891510010E-2,9.474098511E0
2.309415958E0,9.235794067E-2,-1.073268127E-1,9.477092285E0
2.319455958E0,-4.430786133E-2,-4.041595459E-2,9.177864532E0
2.329495958E0,-4.475692749E-2,-5.298980713E-2,9.192384338E0
2.339535958E0,7.080276489E-2,-9.909393311E-2,9.314530334E0
2.349576958E0,2.436932373E-1,-4.056564331E-2,9.437275085E0
2.359616958E0,2.429447937E-1,-2.215393066E-2,9.686656494E0
2.369656958E0,3.320095825E-1,-1.239422607E-1,9.749525757E0
2.379697958E0,-3.278182983E-2,-1.196012878E-1,9.540410614E0
2.389737958E0,9.879455566E-2,-1.445993042E-1,9.203610992E0
2.399777958E0,1.194515991E-1,-2.049238586E-1,9.333241425E0
2.409817958E0,1.983375549E-1,-1.007405090E-1,9.569599915E0
2.419858958E0,4.082011414E-1,-1.032852173E-1,9.751172333E0
2.429898958E0,3.353027344E-1,-1.642085266E-1,9.565857697E0
2.439938958E0,1.248403931E-1,-1.609153748E-1,9.286837921E0
2.449979958E0,-1.074765015E-1,-1.960922241E-2,9.113199005E0
2.460033958E0,-1.154100037E-1,-2.644999695E-1,9.454189911E0
2.470073958E0,3.432362366E-1,-2.480342102E-1,9.838590546E0
2.480113958E0,3.977229309E-1,-9.310638428E-2,9.962682495E0
2.490154958E0,6.258485413E-1,-9.145980835E-2,1.010249176E1
2.500194958E0,2.396516418E-1,-9.699829102E-2,9.948611755E0
2.510234958E0,1.056802368E-1,-2.429447937E-1,9.461225281E0
2.520275958E0,2.854563904E-1,-1.901046753E-1,9.115743713E0
2.530315958E0,5.632786560E-1,-2.002835083E-1,9.319020996E0
2.540355958E0,6.370751953E-1,-1.826202393E-1,9.628726959E0
2.550395958E0,5.595364380E-1,-2.183958435E-1,9.848919067E0
2.560436958E0,3.224295044E-1,-2.707868958E-1,9.924960938E0
2.570476958E0,2.023791504E-1,-3.070115662E-1,9.932595062E0
2.580516958E0,1.261875916E-1,-3.921844482E-2,9.998907166E0
2.590556958E0,-9.340576172E-2,2.499801636E-2,1.006282425E1
2.600597958E0,-4.281097412E-2,-3.195854187E-1,9.623637543E0
2.610637958E0,4.887336731E-1,-4.408332825E-1,9.335935822E0
2.620677958E0,6.218069458E-1,-2.282752991E-1,9.770182800E0
2.630718958E0,3.520678711E-1,-1.240919495E-1,1.044797333E1
2.640758958E0,-3.173400879E-1,3.143463135E-3,1.003019211E1
2.650798958E0,-1.525328064E-1,-2.058219910E-1,8.886420593E0
2.660838958E0,7.280859375E-1,-1.264869690E-1,8.916358337E0
2.670909958E0,1.180145874E0,2.287243652E-1,9.865983582E0
2.680950958E0,9.797126770E-1,-2.483335876E-1,1.054212753E1
2.690990958E0,3.911366272E-1,-6.975494385E-1,1.004441254E1
2.701030958E0,-4.781057739E-1,-2.260299683E-2,9.079369354E0
2.711070958E0,-6.394702148E-1,-9.385482788E-2,8.561745758E0
2.721111958E0,9.131011963E-3,-1.371148682E-1,9.729467468E0
2.731151958E0,7.373666382E-1,-2.983296204E-1,1.047821045E1
2.741191958E0,9.172924805E-1,-6.870712280E-2,1.106184677E1
2.751232958E0,-2.625540161E-1,2.149530029E-1,1.039692947E1
2.761272958E0,-1.310973816E0,-3.794609070E-1,9.161548462E0
